"sofifa_id","player_url","short_name","long_name","player_positions","overall","potential","value_eur","wage_eur","age","dob","height_cm","weight_kg","club_team_id","club_name","league_name","league_level","club_position","club_jersey_number","club_loaned_from","club_joined","club_contract_valid_until","nationality_id","nationality_name","nation_team_id","nation_position","nation_jersey_number","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause_eur","player_tags","player_traits","pace","shooting","passing","dribbling","defending","physic","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking_awareness","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","goalkeeping_speed","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","gk","player_face_url","club_logo_url","club_flag_url","nation_logo_url","nation_flag_url"
"186982","https://sofifa.com/player/186982/alexander-buttner/220002","A. Büttner","Alexander Büttner","LB, CDM","69","69","975000.0","4000.0","32","1989-02-11","174","75","1905.0","RKC Waalwijk","Holland Eredivisie","1.0","LB","28.0","","2021-07-12","2022.0","34","Netherlands","","","","Left","3","3","1","High/Medium","Normal (170-185)","No","1400000.0","","Long Shot Taker (AI)","70.0","63.0","71.0","70.0","65.0","67.0","76","56","62","70","60","69","75","69","71","71","69","70","69","68","74","75","71","58","67","65","75","65","69","67","72","70","64","67","68","8","11","14","14","10","","66+2","66+2","66+2","68.0","68","68","68","68.0","68+1","68+1","68+1","69","68+1","68+1","68+1","69","68+1","68+1","68+1","68+1","68+1","67+2","67+2","67+2","67+2","67+2","17+2","https://cdn.sofifa.net/players/186/982/22_120.png","https://cdn.sofifa.net/teams/1905/60.png","https://cdn.sofifa.net/flags/nl.png","","https://cdn.sofifa.net/flags/nl.png"
"235989","https://sofifa.com/player/235989/norberto-briasco/220002","N. Briasco","Norberto Alejandro Briasco Balekian","ST, RW, RM","70","75","2400000.0","10000.0","25","1996-02-29","186","82","1877.0","Boca Juniors","Argentina Primera División","1.0","LS","29.0","","2021-06-18","2025.0","3","Armenia","","","","Right","2","3","1","Medium/Medium","Normal (185+)","No","3500000.0","","","80.0","68.0","60.0","73.0","23.0","69.0","61","69","69","64","47","75","46","40","60","71","79","80","75","67","74","74","68","75","70","64","60","20","70","60","65","60","19","14","20","5","9","7","9","5","","70+2","70+2","70+2","70.0","70","70","70","70.0","68+2","68+2","68+2","69+2","61+2","61+2","61+2","69+2","50+2","47+2","47+2","47+2","50+2","47+2","41+2","41+2","41+2","47+2","14+2","https://cdn.sofifa.net/players/235/989/22_120.png","https://cdn.sofifa.net/teams/1877/60.png","https://cdn.sofifa.net/flags/ar.png","","https://cdn.sofifa.net/flags/am.png"
"232294","https://sofifa.com/player/232294/ryota-morioka/220002","R. Morioka","森岡 弘良太","CM, CAM, CDM","74","74","4000000.0","14000.0","30","1991-04-12","180","79","670.0","Royal Charleroi S.C.","Belgian Jupiler Pro League","1.0","LCM","44.0","","2019-07-01","2022.0","163","Japan","","","","Right","3","3","1","Medium/Medium","Normal (170-185)","No","6000000.0","","Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot","53.0","69.0","76.0","71.0","72.0","73.0","74","66","69","76","71","70","68","72","78","74","53","53","63","71","68","70","55","75","74","72","71","78","71","77","71","77","73","72","63","5","8","6","13","6","","69+2","69+2","69+2","69.0","70","70","70","69.0","71+2","71+2","71+2","70+2","74","74","74","70+2","71+2","74","74","74","71+2","70+2","71+2","71+2","71+2","70+2","15+2","https://cdn.sofifa.net/players/232/294/22_120.png","https://cdn.sofifa.net/teams/670/60.png","https://cdn.sofifa.net/flags/be.png","","https://cdn.sofifa.net/flags/jp.png"
"263468","https://sofifa.com/player/263468/yassine-kechta/220002","Y. Kechta","Yassine Kechta","CDM","57","69","375000.0","750.0","19","2002-02-25","175","68","1738.0","Le Havre AC","French Ligue 2","2.0","RES","35.0","","2019-07-01","2025.0","129","Morocco","","","","Left","3","2","1","Medium/Medium","Lean (170-185)","No","731000.0","","","61.0","47.0","56.0","59.0","53.0","48.0","49","44","47","60","39","56","52","44","57","59","62","60","65","56","72","55","49","47","44","48","60","57","49","58","45","58","49","56","53","7","6","15","12","8","","52+2","52+2","52+2","55.0","55","55","55","55.0","56+2","56+2","56+2","55+2","56+2","56+2","56+2","55+2","55+2","56+2","56+2","56+2","55+2","55+2","53+2","53+2","53+2","55+2","14+2","https://cdn.sofifa.net/players/263/468/22_120.png","https://cdn.sofifa.net/teams/1738/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/ma.png"
"258001","https://sofifa.com/player/258001/maxim-gresler/220002","M. Gresler","Maxim Gresler","LB","56","74","350000.0","500.0","18","2003-06-03","178","71","33.0","TSV 1860 München","German 3. Bundesliga","3.0","RES","32.0","","2020-02-29","2023.0","21","Germany","","","","Left","3","2","1","High/Medium","Lean (170-185)","No","726000.0","","","71.0","28.0","44.0","55.0","48.0","57.0","49","30","43","51","26","49","29","25","41","57","82","62","77","51","75","25","60","64","55","23","52","51","40","37","32","44","48","48","50","13","12","11","8","13","","44+2","44+2","44+2","50.0","46","46","46","50.0","48+2","48+2","48+2","51+2","47+2","47+2","47+2","51+2","54+2","50+2","50+2","50+2","54+2","54+2","50+2","50+2","50+2","54+2","16+2","https://cdn.sofifa.net/players/258/001/22_120.png","https://cdn.sofifa.net/teams/33/60.png","https://cdn.sofifa.net/flags/de.png","","https://cdn.sofifa.net/flags/de.png"
"234665","https://sofifa.com/player/234665/dinis-costa-lima-almeida/220002","Dinis Almeida","Dinis da Costa Lima Almeida","CB","67","69","1100000.0","7000.0","26","1995-05-28","190","72","230.0","Royal Antwerp FC","Belgian Jupiler Pro League","1.0","RES","61.0","","2021-07-09","2024.0","38","Portugal","","","","Right","2","2","1","Medium/Medium","Normal (185+)","No","1700000.0","","Power Header","54.0","38.0","43.0","48.0","71.0","62.0","23","40","74","63","29","39","32","28","58","59","54","54","44","55","54","45","69","59","63","31","62","74","30","25","31","58","66","73","67","13","14","12","6","6","","49+2","49+2","49+2","44.0","46","46","46","44.0","46+2","46+2","46+2","46+2","52+2","52+2","52+2","46+2","58+2","63+2","63+2","63+2","58+2","61+2","67+2","67+2","67+2","61+2","15+2","https://cdn.sofifa.net/players/234/665/22_120.png","https://cdn.sofifa.net/teams/230/60.png","https://cdn.sofifa.net/flags/be.png","","https://cdn.sofifa.net/flags/pt.png"
"252797","https://sofifa.com/player/252797/mahsun-capkan/220002","M. Çapkan","Mahsun Çapkan","LM","59","68","500000.0","2000.0","21","1999-10-08","177","68","101037.0","Çaykur Rizespor","Turkish Süper Lig","1.0","RES","17.0","","2019-07-13","2024.0","48","Turkey","","","","Right","2","2","1","Medium/Medium","Lean (170-185)","No","1100000.0","","","66.0","50.0","56.0","64.0","34.0","45.0","70","46","46","54","47","66","50","46","52","66","69","63","66","42","73","64","43","52","45","46","37","25","40","52","59","45","28","38","47","7","8","13","14","13","","52+2","52+2","52+2","58.0","55","55","55","58.0","55+2","55+2","55+2","58+2","51+2","51+2","51+2","58+2","50+2","44+2","44+2","44+2","50+2","48+2","40+2","40+2","40+2","48+2","14+2","https://cdn.sofifa.net/players/252/797/22_120.png","https://cdn.sofifa.net/teams/101037/60.png","https://cdn.sofifa.net/flags/tr.png","","https://cdn.sofifa.net/flags/tr.png"
"239125","https://sofifa.com/player/239125/erik-botheim/220002","E. Botheim","Erik Botheim","ST","65","75","1600000.0","1000.0","21","2000-01-10","180","70","918.0","FK Bodø/Glimt","Norwegian Eliteserien","1.0","ST","20.0","","2021-02-17","2022.0","36","Norway","","","","Right","3","3","1","High/Medium","Lean (170-185)","No","2300000.0","","","66.0","65.0","47.0","64.0","26.0","65.0","38","68","62","58","51","62","37","30","38","64","65","67","71","63","72","66","68","70","66","61","56","31","68","51","60","57","29","12","17","9","10","13","12","5","","65+2","65+2","65+2","61.0","63","63","63","61.0","61+2","61+2","61+2","59+2","54+2","54+2","54+2","59+2","45+2","44+2","44+2","44+2","45+2","43+2","41+2","41+2","41+2","43+2","15+2","https://cdn.sofifa.net/players/239/125/22_120.png","https://cdn.sofifa.net/teams/918/60.png","https://cdn.sofifa.net/flags/no.png","","https://cdn.sofifa.net/flags/no.png"
"223255","https://sofifa.com/player/223255/aslak-fonn-witry/220002","A. Witry","Aslak Fonn Witry","RB","71","76","2600000.0","7000.0","25","1996-03-10","178","76","1906.0","AZ Alkmaar","Holland Eredivisie","1.0","RB","15.0","","2021-08-09","2026.0","36","Norway","","","","Right","2","3","1","High/Medium","Lean (170-185)","No","4100000.0","","","76.0","57.0","67.0","67.0","65.0","67.0","72","55","53","67","40","65","74","66","64","66","77","76","73","68","73","64","68","84","61","59","61","66","64","64","48","66","67","66","64","15","12","16","9","10","","62+2","62+2","62+2","67.0","65","65","65","67.0","65+2","65+2","65+2","68+2","66+2","66+2","66+2","68+2","70+2","67+2","67+2","67+2","70+2","69+2","64+2","64+2","64+2","69+2","18+2","https://cdn.sofifa.net/players/223/255/22_120.png","https://cdn.sofifa.net/teams/1906/60.png","https://cdn.sofifa.net/flags/nl.png","","https://cdn.sofifa.net/flags/no.png"
"258815","https://sofifa.com/player/258815/samuele-damiani/220002","S. Damiani","Samuele Damiani","CDM, CM","62","73","825000.0","6000.0","23","1998-01-30","178","73","1746.0","Empoli","Italian Serie A","1.0","RES","30.0","","2015-07-01","2024.0","27","Italy","","","","Right","5","2","1","Medium/Medium","Normal (170-185)","No","1700000.0","","Long Passer (AI), Playmaker (AI)","64.0","48.0","61.0","61.0","57.0","57.0","49","42","42","68","55","58","49","54","68","66","64","64","58","59","69","58","58","63","52","49","60","53","55","59","45","66","56","63","62","5","11","14","10","13","","54+2","54+2","54+2","58.0","58","58","58","58.0","60+2","60+2","60+2","60+2","62+2","62+2","62+2","60+2","60+2","61+2","61+2","61+2","60+2","59+2","57+2","57+2","57+2","59+2","15+2","https://cdn.sofifa.net/players/258/815/22_120.png","https://cdn.sofifa.net/teams/1746/60.png","https://cdn.sofifa.net/flags/it.png","","https://cdn.sofifa.net/flags/it.png"
"210492","https://sofifa.com/player/210492/abdulaziz-al-jebreen/220002","A. Al Jebreen","Abdulaziz Al Jebreen","CDM","64","64","400000.0","8000.0","31","1990-04-19","178","73","607.0","Al Ittihad","Saudi Abdul L. Jameel League","1.0","SUB","16.0","","2020-10-20","2022.0","183","Saudi Arabia","","","","Right","3","2","1","Medium/Medium","Normal (170-185)","No","680000.0","","Injury Prone, Long Passer (AI)","45.0","58.0","63.0","62.0","63.0","67.0","61","52","61","66","65","62","57","50","65","64","48","42","57","61","57","63","59","51","75","67","67","63","51","61","57","65","63","62","63","13","10","13","12","14","","58+2","58+2","58+2","58.0","58","58","58","58.0","60+2","60+2","60+2","58+2","62+2","62+2","62+2","58+2","60+2","63+1","63+1","63+1","60+2","60+2","64","64","64","60+2","18+2","https://cdn.sofifa.net/players/210/492/22_120.png","https://cdn.sofifa.net/teams/607/60.png","https://cdn.sofifa.net/flags/sa.png","","https://cdn.sofifa.net/flags/sa.png"
"244881","https://sofifa.com/player/244881/nair-tiknizyan/220002","N. Tiknizyan","Nayair Tiknizyan","LM, LB","66","77","1900000.0","11000.0","22","1999-05-12","180","75","100765.0","FC Lokomotiv Moscow","Russian Premier League","1.0","RES","71.0","","2021-08-04","2026.0","40","Russia","","","","Left","3","2","1","High/Medium","Normal (170-185)","No","3400000.0","","","75.0","57.0","61.0","66.0","60.0","58.0","68","55","48","66","53","70","61","53","61","65","76","75","64","56","65","62","63","66","58","54","45","53","64","49","63","58","59","68","64","9","9","5","11","11","","61+2","61+2","61+2","64.0","63","63","63","64.0","62+2","62+2","62+2","65+2","61+2","61+2","61+2","65+2","64+2","60+2","60+2","60+2","64+2","64+2","59+2","59+2","59+2","64+2","15+2","https://cdn.sofifa.net/players/244/881/22_120.png","https://cdn.sofifa.net/teams/100765/60.png","https://cdn.sofifa.net/flags/ru.png","","https://cdn.sofifa.net/flags/ru.png"
"236993","https://sofifa.com/player/236993/nick-lima/220002","N. Lima","Nick Lima","RB, LB","69","71","1600000.0","4000.0","26","1994-11-17","175","79","114161.0","Austin FC","USA Major League Soccer","1.0","RB","24.0","","2021-01-01","2021.0","95","United States","","","","Right","4","3","1","High/High","Normal (170-185)","No","2400000.0","","Long Shot Taker (AI)","82.0","62.0","59.0","67.0","62.0","72.0","63","58","53","62","57","69","62","39","54","64","78","85","73","68","66","78","66","76","71","60","72","63","60","60","55","61","63","62","65","9","12","14","8","11","","65+2","65+2","65+2","66.0","65","65","65","66.0","64+2","64+2","64+2","66+2","63+2","63+2","63+2","66+2","67+2","64+2","64+2","64+2","67+2","67+2","64+2","64+2","64+2","67+2","17+2","https://cdn.sofifa.net/players/236/993/22_120.png","https://cdn.sofifa.net/teams/114161/60.png","https://cdn.sofifa.net/flags/us.png","","https://cdn.sofifa.net/flags/us.png"
"230196","https://sofifa.com/player/230196/anselmo-tulio-meiras-abrao/220002","Anselmo Meirás","Anselmo Túlio Meirás Abrão","RB","69","69","1400000.0","6000.0","25","1996-02-29","177","75","1598.0","Bahia","Campeonato Brasileiro Série A","1.0","SUB","26.0","","2021-06-30","2024.0","54","Brazil","","","","Right","2","2","1","Low/Medium","Stocky (170-185)","No","2700000.0","","","66.0","44.0","58.0","54.0","68.0","66.0","62","39","59","69","48","53","47","37","60","50","70","63","48","70","71","41","69","73","68","56","50","72","42","41","45","59","72","65","68","13","9","8","9","13","","52+2","52+2","52+2","55.0","53","53","53","55.0","54+2","54+2","54+2","57+2","58+2","58+2","58+2","57+2","66+2","65+2","65+2","65+2","66+2","67+2","66+2","66+2","66+2","67+2","17+2","https://cdn.sofifa.net/players/230/196/22_120.png","https://cdn.sofifa.net/teams/1598/60.png","https://cdn.sofifa.net/flags/br.png","","https://cdn.sofifa.net/flags/br.png"
"212065","https://sofifa.com/player/212065/dong-ho-jeong/220002","Jeong Dong Ho","정동호 丁东浩","RB, LB","66","66","625000.0","2000.0","31","1990-03-07","174","68","112558.0","Suwon FC","Korean K League 1","1.0","RWB","2.0","","2021-01-08","2022.0","167","Korea Republic","","","","Right","3","2","1","Medium/High","Normal (170-185)","No","781000.0","","","73.0","27.0","56.0","64.0","61.0","65.0","64","21","58","59","25","65","37","30","49","62","72","73","72","65","72","32","63","68","64","25","62","62","67","59","40","50","60","61","66","6","15","12","11","12","","51+2","51+2","51+2","59.0","56","56","56","59.0","58+2","58+2","58+2","61+2","58+2","58+2","58+2","61+2","64+2","61+2","61+2","61+2","64+2","64+2","62+2","62+2","62+2","64+2","17+2","https://cdn.sofifa.net/players/212/065/22_120.png","https://cdn.sofifa.net/teams/112558/60.png","https://cdn.sofifa.net/flags/kr.png","","https://cdn.sofifa.net/flags/kr.png"
"260184","https://sofifa.com/player/260184/masaki-watai/220002","M. Watai","Masaki Watai","CAM, RM, CF","65","74","1600000.0","1000.0","21","1999-07-18","168","64","112783.0","Tokushima Vortis","Japanese J. League Division 1","1.0","CAM","10.0","","2018-02-01","2022.0","163","Japan","","","","Right","4","3","1","High/Low","Normal (170-)","No","2300000.0","","Technical Dribbler (AI)","69.0","63.0","65.0","67.0","45.0","52.0","63","65","53","67","60","67","57","61","63","66","70","69","66","56","85","65","55","66","44","59","55","38","67","66","58","62","41","49","48","10","11","10","7","13","","63+2","63+2","63+2","65.0","65","65","65","65.0","65+2","65+2","65+2","66+2","63+2","63+2","63+2","66+2","57+2","55+2","55+2","55+2","57+2","55+2","49+2","49+2","49+2","55+2","15+2","https://cdn.sofifa.net/players/260/184/22_120.png","https://cdn.sofifa.net/teams/112783/60.png","https://cdn.sofifa.net/flags/jp.png","","https://cdn.sofifa.net/flags/jp.png"
"241686","https://sofifa.com/player/241686/manuel-vallejo-galvan/220002","Manu Vallejo","Manuel Javier Vallejo Galván","ST, LM, CAM","75","81","9000000.0","29000.0","24","1997-02-14","167","72","461.0","Valencia CF","Spain Primera Division","1.0","SUB","21.0","","2019-02-07","2024.0","45","Spain","","","","Right","4","3","1","High/Medium","Normal (170-)","No","20700000.0","","Speed Dribbler (AI)","74.0","76.0","68.0","76.0","43.0","63.0","68","78","69","71","66","77","70","75","57","74","75","74","79","75","90","78","68","76","65","72","41","25","77","69","76","69","41","47","45","7","14","8","11","10","","75+2","75+2","75+2","74.0","75","75","75","74.0","73+2","73+2","73+2","73+2","67+2","67+2","67+2","73+2","60+2","55+2","55+2","55+2","60+2","58+2","52+2","52+2","52+2","58+2","17+2","https://cdn.sofifa.net/players/241/686/22_120.png","https://cdn.sofifa.net/teams/461/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/es.png"
"263130","https://sofifa.com/player/263130/muharem-huskovic/220002","M. Huskovic","Muharem Huskovic","ST, CAM","55","72","325000.0","1000.0","18","2003-03-05","180","66","256.0","FK Austria Wien","Austrian Football Bundesliga","1.0","RES","25.0","","2021-07-01","2025.0","4","Austria","","","","Right","3","3","1","Medium/Medium","Lean (170-185)","No","674000.0","","","72.0","55.0","41.0","56.0","19.0","40.0","28","59","55","49","43","58","35","28","42","55","70","74","58","48","70","55","62","50","37","52","28","11","53","45","42","43","11","19","20","10","6","15","13","10","","55+2","55+2","55+2","54.0","55","55","55","54.0","53+2","53+2","53+2","52+2","46+2","46+2","46+2","52+2","37+2","33+2","33+2","33+2","37+2","36+2","30+2","30+2","30+2","36+2","14+2","https://cdn.sofifa.net/players/263/130/22_120.png","https://cdn.sofifa.net/teams/256/60.png","https://cdn.sofifa.net/flags/at.png","","https://cdn.sofifa.net/flags/at.png"
"203605","https://sofifa.com/player/203605/pavel-kaderabek/220002","P. Kadeřábek","Pavel Kadeřábek","RWB, RB, RM","78","78","12500000.0","35000.0","29","1992-04-25","182","81","10029.0","TSG Hoffenheim","German 1. Bundesliga","1.0","RB","3.0","","2015-07-01","2023.0","12","Czech Republic","1330.0","SUB","2.0","Right","2","3","2","High/Medium","Normal (170-185)","Yes","21300000.0","","Speed Dribbler (AI)","74.0","43.0","73.0","73.0","72.0","79.0","83","28","76","74","57","71","57","52","68","77","78","70","66","81","67","66","81","83","77","41","78","70","72","72","54","76","72","71","78","10","11","14","13","7","","64+2","64+2","64+2","69.0","68","68","68","69.0","69+2","69+2","69+2","72+2","72+2","72+2","72+2","72+2","76+2","74+2","74+2","74+2","76+2","76+2","74+2","74+2","74+2","76+2","18+2","https://cdn.sofifa.net/players/203/605/22_120.png","https://cdn.sofifa.net/teams/10029/60.png","https://cdn.sofifa.net/flags/de.png","https://cdn.sofifa.net/teams/1330/60.png","https://cdn.sofifa.net/flags/cz.png"
"168435","https://sofifa.com/player/168435/salvatore-sirigu/220002","S. Sirigu","Salvatore Sirigu","GK","82","82","5000000.0","20000.0","34","1987-01-12","192","85","110556.0","Genoa","Italian Serie A","1.0","GK","57.0","","2021-08-03","2022.0","27","Italy","1343.0","SUB","1.0","Right","2","1","3","Medium/Medium","Normal (185+)","Yes","9000000.0","","Solid Player, GK Long Throw","","","","","","","13","10","11","23","12","15","11","11","28","18","46","46","52","78","55","57","68","34","66","14","34","20","10","55","19","62","14","11","13","82","77","76","84","80","46.0","28+3","28+3","28+3","27.0","29","29","29","27.0","30+3","30+3","30+3","28+3","29+3","29+3","29+3","28+3","26+3","28+3","28+3","28+3","26+3","26+3","27+3","27+3","27+3","26+3","80+2","https://cdn.sofifa.net/players/168/435/22_120.png","https://cdn.sofifa.net/teams/110556/60.png","https://cdn.sofifa.net/flags/it.png","https://cdn.sofifa.net/teams/1343/60.png","https://cdn.sofifa.net/flags/it.png"
"252549","https://sofifa.com/player/252549/jay-bird/220002","J. Bird","Jay Bird","ST","55","68","300000.0","1000.0","20","2001-05-06","186","70","1798.0","Milton Keynes Dons","English League One","3.0","SUB","24.0","","2019-07-01","2022.0","14","England","","","","Right","3","2","1","Medium/Medium","Lean (185+)","No","713000.0","","Injury Prone","68.0","51.0","45.0","54.0","32.0","59.0","38","54","55","51","42","52","43","39","39","54","67","69","64","51","59","50","61","61","64","49","44","33","54","46","50","50","31","27","21","13","12","11","15","8","","55+2","55+2","55+2","53.0","54","54","54","53.0","52+2","52+2","52+2","52+2","48+2","48+2","48+2","52+2","44+2","42+2","42+2","42+2","44+2","42+2","41+2","41+2","41+2","42+2","16+2","https://cdn.sofifa.net/players/252/549/22_120.png","https://cdn.sofifa.net/teams/1798/60.png","https://cdn.sofifa.net/flags/gb-eng.png","","https://cdn.sofifa.net/flags/gb-eng.png"
"246390","https://sofifa.com/player/246390/sondre-bjorshol/220002","S. Bjørshol","Sondre Flem Bjørshol","RB","66","67","900000.0","2000.0","27","1994-04-30","184","72","300.0","Viking FK","Norwegian Eliteserien","1.0","RES","18.0","","2018-08-15","2022.0","36","Norway","","","","Right","2","2","1","High/Medium","Lean (170-185)","No","1200000.0","","Injury Prone","76.0","27.0","55.0","61.0","60.0","71.0","62","24","40","62","21","59","41","29","54","63","77","76","65","60","67","35","65","78","70","20","64","63","50","44","33","60","61","63","63","15","12","5","15","7","","48+2","48+2","48+2","56.0","52","52","52","56.0","54+2","54+2","54+2","59+2","56+2","56+2","56+2","59+2","65+2","62+2","62+2","62+2","65+2","64+2","61+2","61+2","61+2","64+2","17+2","https://cdn.sofifa.net/players/246/390/22_120.png","https://cdn.sofifa.net/teams/300/60.png","https://cdn.sofifa.net/flags/no.png","","https://cdn.sofifa.net/flags/no.png"
"165735","https://sofifa.com/player/165735/brad-jones/220002","B. Jones","Bradley Scott Jones","GK","69","69","150000.0","1000.0","39","1982-03-19","193","87","111399.0","Perth Glory","Australian Hyundai A-League","1.0","GK","1.0","","2021-08-05","2023.0","195","Australia","","","","Left","2","1","1","Medium/Medium","Normal (185+)","No","188000.0","","GK Long Throw, Comes For Crosses","","","","","","","19","17","11","28","11","18","13","12","18","22","52","55","25","71","30","50","69","40","72","11","32","23","17","30","35","56","17","13","13","65","65","66","73","70","53.0","31+2","31+2","31+2","28.0","30","30","30","28.0","28+2","28+2","28+2","30+2","27+2","27+2","27+2","30+2","29+2","28+2","28+2","28+2","29+2","28+2","28+2","28+2","28+2","28+2","68+1","https://cdn.sofifa.net/players/165/735/22_120.png","https://cdn.sofifa.net/teams/111399/60.png","https://cdn.sofifa.net/flags/au.png","","https://cdn.sofifa.net/flags/au.png"
"255105","https://sofifa.com/player/255105/ilya-shkurin/220002","I. Shkurin","Ilya Shkurin","ST","68","74","2000000.0","500.0","21","1999-08-17","188","80","101047.0","Dynamo Kyiv","Ukrainian Premier League","1.0","ST","73.0","","2020-01-09","2024.0","6","Belarus","","","","Right","3","2","1","Medium/Medium","Lean (185+)","No","4800000.0","","","74.0","65.0","56.0","62.0","34.0","75.0","54","71","70","62","56","64","49","28","52","59","75","73","63","70","59","64","67","72","79","55","70","21","69","58","64","60","35","32","26","8","11","7","8","11","","68+2","68+2","68+2","64.0","65","65","65","64.0","63+2","63+2","63+2","64+2","58+2","58+2","58+2","64+2","51+2","49+2","49+2","49+2","51+2","49+2","48+2","48+2","48+2","49+2","16+2","https://cdn.sofifa.net/players/255/105/22_120.png","https://cdn.sofifa.net/teams/101047/60.png","https://cdn.sofifa.net/flags/ua.png","","https://cdn.sofifa.net/flags/by.png"
"248860","https://sofifa.com/player/248860/saidt-mustafa/220002","S. Mustafá","Saidt Mustafá Céspedes","GK","65","65","375000.0","500.0","31","1989-11-26","187","75","114600.0","Club Deportivo Guabirá","Liga de Fútbol Profesional Boliviano","1.0","GK","1.0","","2020-01-16","2021.0","53","Bolivia","","","","Right","3","1","1","Medium/Medium","Lean (185+)","No","806000.0","","","","","","","","","14","8","10","18","9","10","11","10","16","25","28","23","32","60","37","49","53","16","52","5","22","12","7","22","11","31","5","12","11","65","64","65","63","65","26.0","22+2","22+2","22+2","19.0","21","21","21","19.0","20+2","20+2","20+2","20+2","20+2","20+2","20+2","20+2","19+2","20+2","20+2","20+2","19+2","18+2","20+2","20+2","20+2","18+2","64+1","https://cdn.sofifa.net/players/248/860/22_120.png","https://cdn.sofifa.net/teams/114600/60.png","https://cdn.sofifa.net/flags/bo.png","","https://cdn.sofifa.net/flags/bo.png"
"257223","https://sofifa.com/player/257223/mads-winther/220002","M. Winther","Mads Skøtt Winther","CB","52","66","180000.0","1000.0","19","2001-10-20","192","77","1447.0","SønderjyskE","Danish Superliga","1.0","RES","19.0","","2020-07-08","2022.0","13","Denmark","","","","Right","3","2","1","Medium/Medium","Lean (185+)","No","338000.0","","","45.0","28.0","36.0","42.0","52.0","60.0","38","26","52","41","22","42","29","26","37","41","42","48","46","42","37","35","61","52","66","23","54","52","38","29","31","47","50","53","50","12","11","12","9","10","","39+2","39+2","39+2","38.0","38","38","38","38.0","38+2","38+2","38+2","40+2","40+2","40+2","40+2","40+2","46+2","47+2","47+2","47+2","46+2","47+2","52+2","52+2","52+2","47+2","14+2","https://cdn.sofifa.net/players/257/223/22_120.png","https://cdn.sofifa.net/teams/1447/60.png","https://cdn.sofifa.net/flags/dk.png","","https://cdn.sofifa.net/flags/dk.png"
"224204","https://sofifa.com/player/224204/steve-kroll/220002","S. Kroll","Steve Kroll","GK","62","70","775000.0","2000.0","24","1997-05-07","191","87","110502.0","SV Darmstadt 98","German 2. Bundesliga","2.0","SUB","21.0","","2021-07-01","2023.0","21","Germany","","","","Right","3","1","1","Medium/Medium","Normal (185+)","No","1400000.0","","","","","","","","","12","13","10","28","9","20","14","14","22","23","36","38","33","64","30","44","60","28","72","11","28","13","11","42","23","41","13","13","11","63","61","59","58","63","37.0","27+2","27+2","27+2","26.0","27","27","27","26.0","28+2","28+2","28+2","27+2","27+2","27+2","27+2","27+2","23+2","26+2","26+2","26+2","23+2","22+2","25+2","25+2","25+2","22+2","61+2","https://cdn.sofifa.net/players/224/204/22_120.png","https://cdn.sofifa.net/teams/110502/60.png","https://cdn.sofifa.net/flags/de.png","","https://cdn.sofifa.net/flags/de.png"
"223174","https://sofifa.com/player/223174/onurcan-piri/220002","O. Piri","Onurcan Piri","GK","62","66","425000.0","2000.0","26","1994-09-28","190","82","112120.0","GZT Giresunspor","Turkish Süper Lig","1.0","SUB","1.0","","2020-01-17","2022.0","48","Turkey","","","","Right","2","1","1","Medium/Medium","Normal (185+)","No","861000.0","","Comes For Crosses","","","","","","","9","7","13","33","8","8","10","9","18","10","19","22","23","51","22","45","33","26","53","7","18","9","8","10","28","34","6","11","9","64","61","60","62","63","20.0","20+2","20+2","20+2","16.0","18","18","18","16.0","17+2","17+2","17+2","17+2","19+2","19+2","19+2","17+2","18+2","20+2","20+2","20+2","18+2","17+2","19+2","19+2","19+2","17+2","61+2","https://cdn.sofifa.net/players/223/174/22_120.png","https://cdn.sofifa.net/teams/112120/60.png","https://cdn.sofifa.net/flags/tr.png","","https://cdn.sofifa.net/flags/tr.png"
